x(t-1), y(t-1), x(t), y(t), theta1(t-1), theta2(t-1), theta1(t), theta2(t), training
0.003931702,2.828425,-0.2416496,2.818086,50,270,45,270,true
-0.2416496,2.818086,-0.4858709,2.786384,45,270,40,270,true
-0.4858709,2.786384,-0.726715,2.733476,40,270,35,270,true
-0.726715,2.733476,-0.9621861,2.659738,35,270,30,270,true
-0.9621861,2.659738,-1.190337,2.565756,30,270,25,270,true
-1.190337,2.565756,-1.699845,2.679755,25,270,25,255,true
-1.699845,2.679755,-2.221496,2.658,25,255,25,240,true
-2.221496,2.658,-2.719741,2.501972,25,240,25,225,true
-2.719741,2.501972,-3.160627,2.222307,25,225,25,210,true
-3.160627,2.222307,-2.95491,2.48932,25,210,30,210,true
-2.95491,2.48932,-2.732051,2.732052,30,210,35,210,true
-2.732051,2.732052,-3.146265,2.414215,35,210,35,195,true
-3.146265,2.414215,-3.464102,2.000001,35,195,35,180,true
-3.464102,2.000001,-3.663903,1.517639,35,180,35,165,true
-3.663903,1.517639,-3.732051,1.000001,35,165,35,150,true
-3.732051,1.000001,-3.804782,0.6721921,35,150,30,150,true
-3.804782,0.6721921,-3.848833,0.3386679,30,150,25,150,true
-3.848833,0.3386679,-3.863703,0.002147436,25,150,20,150,true
-3.863703,0.002147436,-3.849188,-0.334605,20,150,15,150,true
-3.849188,-0.334605,-3.805377,-0.6688125,15,150,10,150,true
-3.805377,-0.6688125,-3.962101,-0.1707854,10,150,10,165,true
-3.962101,-0.1707854,-3.984585,0.3508351,10,165,10,180,true
-3.984585,0.3508351,-3.871298,0.8605013,10,180,10,195,true
-3.871298,0.8605013,-3.62996,1.32348,10,195,10,210,true
-3.62996,1.32348,-3.277017,1.70822,10,210,10,225,true
-3.277017,1.70822,-2.836523,1.988503,10,225,10,240,true
-2.836523,1.988503,-2.65242,2.228155,10,240,15,240,true
-2.65242,2.228155,-2.44813,2.45085,15,240,20,240,true
-2.44813,2.45085,-2.225208,2.654892,20,240,25,240,true
-2.225208,2.654892,-1.985352,2.838729,25,240,30,240,true
-1.985352,2.838729,-1.730385,3.000962,30,240,35,240,true
-1.730385,3.000962,-1.462249,3.140355,35,240,40,240,true
-1.462249,3.140355,-1.182985,3.255849,40,240,45,240,true
-1.182985,3.255849,-0.8947175,3.346563,45,240,50,240,true
-0.8947175,3.346563,-0.5996405,3.411808,50,240,55,240,true
-0.5996405,3.411808,-0.3028665,3.450837,55,240,55,240,true
-0.3028665,3.450837,-0.002879381,3.464101,55,240,60,240,true
-0.002879381,3.464101,0.2978928,3.45127,60,240,65,240,true
0.2978928,3.45127,0.5969829,3.412274,65,240,70,240,true
0.5969829,3.412274,0.8919204,3.34731,70,240,75,240,true
0.8919204,3.34731,1.180261,3.256837,75,240,80,240,true
1.180261,3.256837,1.45962,3.141578,80,240,85,240,true
1.45962,3.141578,1.106355,3.526023,85,240,85,225,true
1.106355,3.526023,0.6656263,3.805937,85,225,85,225,true
0.6656263,3.805937,0.1674681,3.962243,85,225,85,195,true
0.1674681,3.962243,-0.3541713,3.98429,85,195,85,180,true
-0.3541713,3.98429,-0.8637425,3.870576,85,180,85,180,true
-0.8637425,3.870576,-1.326519,3.62885,85,180,85,150,true
-1.326519,3.62885,-1.637746,3.499428,85,150,80,150,true
-1.637746,3.499428,-1.93651,3.343372,80,150,75,150,true
-1.93651,3.343372,-2.220534,3.161872,75,150,70,150,true
-2.220534,3.161872,-2.48766,2.956307,70,150,65,150,true
-2.48766,2.956307,-2.735853,2.728244,65,150,60,150,true
-2.735853,2.728244,-2.963224,2.479416,60,150,55,150,true
-2.963224,2.479416,-3.168044,2.21172,55,150,50,150,true
-3.168044,2.21172,-3.347156,1.929962,50,150,45,150,true
-3.347156,1.929962,-3.501723,1.632832,45,150,40,150,true
-3.501723,1.632832,-3.630269,1.322631,40,150,40,150,true
-3.630269,1.322631,-3.731563,1.001822,40,150,35,150,true
-3.731563,1.001822,-3.80464,0.6729953,35,150,30,150,true
-3.80464,0.6729953,-3.848817,0.3388369,30,150,25,150,true
-3.848817,0.3388369,-3.863703,0.0020926,25,150,20,150,true
-3.863703,0.0020926,-3.664163,-0.4803774,20,150,20,135,true
-3.664163,-0.4803774,-3.346551,-0.8947632,20,135,20,120,true
-3.346551,-0.8947632,-2.932509,-1.212825,20,120,20,105,true
-2.932509,-1.212825,-2.450255,-1.412887,20,105,20,90,true
-2.450255,-1.412887,-1.932654,-1.481315,20,90,20,75,true
-1.932654,-1.481315,-1.414981,-1.413448,20,75,20,75,true
-1.414981,-1.413448,-1.532787,-1.284746,20,75,25,75,true
-1.532787,-1.284746,-1.638927,-1.146266,25,75,30,75,true
-1.638927,-1.146266,-1.732594,-0.9990618,30,75,35,75,true
-1.732594,-0.9990618,-1.813075,-0.8442546,35,75,40,75,true
-1.813075,-0.8442546,-1.879757,-0.6830221,40,75,45,75,true
-1.879757,-0.6830221,-1.932134,-0.5165913,45,75,50,75,true
-1.932134,-0.5165913,-1.969517,-0.347865,50,75,50,75,true
-1.969517,-0.347865,-1.992243,-0.1759942,50,75,55,75,true
-1.992243,-0.1759942,-2,-0.002358913,55,75,60,75,true
-2,-0.002358913,-1.992624,0.1716261,60,75,65,75,true
-1.992624,0.1716261,-1.970103,0.3445296,65,75,70,75,true
-1.970103,0.3445296,-1.932579,0.5149231,70,75,75,75,true
-1.932579,0.5149231,-1.880347,0.6813984,75,75,80,75,true
-1.880347,0.6813984,-2.161492,1.121342,80,75,80,90,true
-2.161492,1.121342,-2.319191,1.619062,80,90,80,105,true
-2.319191,1.619062,-2.342698,2.140638,80,105,80,120,true
-2.342698,2.140638,-2.230411,2.650523,80,120,80,135,true
-2.230411,2.650523,-2.452932,2.446044,80,135,75,135,true
-2.452932,2.446044,-2.656784,2.222949,75,135,70,135,true
-2.656784,2.222949,-2.840417,1.982936,70,135,65,135,true
-2.840417,1.982936,-3.002433,1.727831,65,135,60,135,true
-3.002433,1.727831,-3.140389,1.462176,60,135,55,135,true
-3.140389,1.462176,-3.255221,1.184711,55,135,50,135,true
-3.255221,1.184711,-3.34579,0.8976052,50,135,50,135,true
-3.34579,0.8976052,-3.411189,0.6031535,50,135,45,135,true
-3.411189,0.6031535,-3.45076,0.3037465,45,135,40,135,true
-3.45076,0.3037465,-3.464102,0.0018363,40,135,35,135,true
-3.464102,0.0018363,-3.45108,-0.3000844,35,135,30,135,true
-3.45108,-0.3000844,-3.464102,-0.001038551,30,135,30,135,true
-3.464102,-0.001038551,-3.451178,0.2989633,30,135,35,135,true
-3.451178,0.2989633,-3.412189,0.5974727,35,135,40,135,true
-3.412189,0.5974727,-3.347281,0.8920274,40,135,45,135,true
-3.347281,0.8920274,-3.256866,1.180182,45,135,50,135,true
-3.256866,1.180182,-3.141613,1.459545,50,135,55,135,true
-3.141613,1.459545,-3.002451,1.7278,55,135,60,135,true
-3.002451,1.7278,-2.935036,2.245533,60,135,60,150,true
-2.935036,2.245533,-2.735919,2.728178,60,150,60,165,true
-2.735919,2.728178,-2.418668,3.142842,60,165,60,180,true
-2.418668,3.142842,-2.004905,3.461266,60,180,60,180,true
-2.004905,3.461266,-1.522827,3.66175,60,180,60,195,true
-1.522827,3.66175,-1.005286,3.730631,60,195,60,210,true
-1.005286,3.730631,-0.4875516,3.663216,60,210,60,225,true
-0.4875516,3.663216,-0.004907132,3.464099,60,225,60,240,true
-0.004907132,3.464099,0.4097566,3.146848,60,240,60,270,true
0.4097566,3.146848,0.7281798,2.733086,60,270,60,270,true
0.7281798,2.733086,0.4872041,2.786151,60,270,55,270,true
0.4872041,2.786151,0.2465144,2.817665,55,270,55,270,true
0.2465144,2.817665,-0.1384214,3.170394,55,270,55,255,true
-0.1384214,3.170394,-0.6015341,3.411475,55,255,55,240,true
-0.6015341,3.411475,-1.111263,3.524479,55,240,55,225,true
-1.111263,3.524479,-1.632871,3.501705,55,225,55,225,true
-1.632871,3.501705,-2.130811,3.344706,55,225,55,195,true
-2.130811,3.344706,-2.57115,3.064179,55,195,55,180,true
-2.57115,3.064179,-2.923879,2.679243,55,180,55,180,true
-2.923879,2.679243,-3.164961,2.21613,55,180,55,150,true
-3.164961,2.21613,-3.345958,1.932038,55,150,50,150,true
-3.345958,1.932038,-3.501614,1.633066,50,150,45,150,true
-3.501614,1.633066,-3.630619,1.321671,45,150,40,150,true
-3.630619,1.321671,-3.517586,1.831394,40,150,40,165,true
-3.517586,1.831394,-3.276478,2.294493,40,165,40,180,true
-3.276478,2.294493,-2.923727,2.679409,40,180,40,195,true
-2.923727,2.679409,-2.483372,2.95991,40,195,40,225,true
-2.483372,2.95991,-1.985423,3.116882,40,225,40,225,true
-1.985423,3.116882,-2.24708,2.933852,40,225,35,225,true
-2.24708,2.933852,-2.492711,2.728232,35,225,30,225,true
-2.492711,2.728232,-2.720165,2.501512,30,225,25,225,true
-2.720165,2.501512,-2.927454,2.255409,25,225,20,225,true
-2.927454,2.255409,-3.112772,1.991861,20,225,15,225,true
-3.112772,1.991861,-3.274528,1.712987,15,225,10,225,true
-3.274528,1.712987,-3.411366,1.42107,10,225,5,225,true
-3.411366,1.42107,-3.730035,1.007496,5,225,5,210,true
-3.730035,1.007496,-3.930805,0.5255368,5,210,5,195,true
-3.930805,0.5255368,-3.999992,0.008036375,5,195,5,180,true
-3.999992,0.008036375,-3.932884,-0.5097377,5,180,5,165,true
-3.932884,-0.5097377,-3.734053,-0.9924998,5,165,5,150,true
-3.734053,-0.9924998,-3.805797,-0.6664212,5,150,10,150,true
-3.805797,-0.6664212,-3.849213,-0.3343115,10,150,15,150,true
-3.849213,-0.3343115,-3.863703,0.001160145,15,150,20,150,true
-3.863703,0.001160145,-3.848956,0.3372605,20,150,25,150,true
-3.848956,0.3372605,-3.804953,0.6712246,25,150,30,150,true
-3.804953,0.6712246,-3.731972,1.000296,30,150,35,150,true
-3.731972,1.000296,-3.630693,1.321465,35,150,35,150,true
-3.630693,1.321465,-3.60792,0.7998571,35,150,35,135,true
-3.60792,0.7998571,-3.45092,0.3019166,35,135,35,120,true
-3.45092,0.3019166,-3.170393,-0.138422,35,120,35,105,true
-3.170393,-0.138422,-2.785458,-0.4911504,35,105,35,105,true
-2.785458,-0.4911504,-2.817624,-0.2469819,35,105,40,105,true
-2.817624,-0.2469819,-2.828428,-0.0006272793,40,105,45,105,true
-2.828428,-0.0006272793,-2.81772,0.2458885,45,105,50,105,true
-2.81772,0.2458885,-2.785566,0.4905386,50,105,55,105,true
-2.785566,0.4905386,-3.026749,0.9535983,55,105,55,120,true
-3.026749,0.9535983,-3.139866,1.463301,55,120,55,135,true
-3.139866,1.463301,-3.255453,1.184075,55,135,50,135,true
-3.255453,1.184075,-3.346263,0.8958383,50,135,45,135,true
-3.346263,0.8958383,-3.411608,0.6007831,45,135,40,135,true
-3.411608,0.6007831,-3.450735,0.3040257,40,135,40,135,true
-3.450735,0.3040257,-3.4641,0.004045963,40,135,35,135,true
-3.4641,0.004045963,-3.45137,-0.2967272,35,135,30,135,true
-3.45137,-0.2967272,-3.412476,-0.5958288,30,135,25,135,true
-3.412476,-0.5958288,-3.347611,-0.8907878,25,135,20,135,true
-3.347611,-0.8907878,-3.257236,-1.17916,20,135,15,135,true
-3.257236,-1.17916,-3.142068,-1.458564,15,135,10,135,true
-3.142068,-1.458564,-2.679373,-1.700446,10,135,10,120,true
-2.679373,-1.700446,-2.16984,-1.814331,10,120,10,105,true
-2.16984,-1.814331,-1.648194,-1.792459,10,105,10,90,true
-1.648194,-1.792459,-1.149983,-1.636319,10,90,10,75,true
-1.149983,-1.636319,-0.7091607,-1.356555,10,75,10,60,true
-0.7091607,-1.356555,-0.8246939,-1.289585,10,60,15,60,true
-0.8246939,-1.289585,-0.9339504,-1.212801,15,60,20,60,true
-0.9339504,-1.212801,-1.036099,-1.126787,20,60,25,60,true
-1.036099,-1.126787,-1.130362,-1.032197,25,60,30,60,true
-1.130362,-1.032197,-1.216023,-0.9297515,30,60,35,60,true
-1.216023,-0.9297515,-1.292429,-0.8202302,35,60,40,60,true
-1.292429,-0.8202302,-1.358416,-0.7055894,40,60,45,60,true
-1.358416,-0.7055894,-1.41442,-0.5852921,45,60,50,60,true
-1.41442,-0.5852921,-1.459896,-0.4602751,50,60,55,60,true
-1.459896,-0.4602751,-1.494401,-0.3315338,55,60,55,60,true
-1.494401,-0.3315338,-1.517599,-0.2001106,55,60,60,60,true
-1.517599,-0.2001106,-1.529265,-0.06708062,60,60,65,60,true
-1.529265,-0.06708062,-1.529291,0.06646669,65,60,70,60,true
-1.529291,0.06646669,-1.969685,0.3469062,70,60,70,75,true
-1.969685,0.3469062,-2.322491,0.7317724,70,75,70,90,true
-2.322491,0.7317724,-2.563663,1.194837,70,90,70,105,true
-2.563663,1.194837,-2.676769,1.704544,70,105,70,120,true
-2.676769,1.704544,-2.654098,2.226156,70,120,70,135,true
-2.654098,2.226156,-2.497197,2.724127,70,135,70,150,true
-2.497197,2.724127,-2.216758,3.164521,70,150,70,150,true
-2.216758,3.164521,-2.484128,2.959276,70,150,65,150,true
-2.484128,2.959276,-2.732593,2.731509,65,150,60,150,true
-2.732593,2.731509,-2.960262,2.482954,60,150,55,150,true
-2.960262,2.482954,-3.163557,2.218133,55,150,55,150,true
-3.163557,2.218133,-3.343764,1.935833,55,150,50,150,true
-3.343764,1.935833,-3.499209,1.638213,50,150,45,150,true
-3.499209,1.638213,-3.628449,1.327615,45,150,40,150,true
-3.628449,1.327615,-3.730294,1.006535,40,150,35,150,true
-3.730294,1.006535,-3.803824,0.6775899,35,150,30,150,true
-3.803824,0.6775899,-3.848406,0.3434782,30,150,25,150,true
-3.848406,0.3434782,-3.870268,0.8651252,25,150,25,165,true
-3.870268,0.8651252,-3.756371,1.374655,25,165,25,180,true
-3.756371,1.374655,-3.514481,1.837346,25,180,25,195,true
-3.514481,1.837346,-3.161079,2.221664,25,195,25,210,true
-3.161079,2.221664,-2.957475,2.486273,25,210,30,210,true
-2.957475,2.486273,-2.731038,2.733064,30,210,35,210,true
-2.731038,2.733064,-2.483427,2.959865,35,210,40,210,true
-2.483427,2.959865,-2.216534,3.164678,40,210,40,210,true
-2.216534,3.164678,-1.932466,3.345711,40,210,45,210,true
-1.932466,3.345711,-1.633515,3.501405,45,210,50,210,true
-1.633515,3.501405,-1.322126,3.630453,50,210,55,210,true
-1.322126,3.630453,-0.800514,3.607774,55,210,55,225,true
-0.800514,3.607774,-0.302545,3.450866,55,225,55,240,true
-0.302545,3.450866,0.1378447,3.170419,55,240,55,255,true
0.1378447,3.170419,0.4906434,2.785547,55,255,55,270,true
0.4906434,2.785547,0.7318092,2.322479,55,270,55,285,true
0.7318092,2.322479,0.8449062,1.81277,55,285,55,300,true
0.8449062,1.81277,0.8222277,1.291158,55,300,55,315,true
0.8222277,1.291158,0.6653185,0.7931896,55,315,55,330,true
0.6653185,0.7931896,0.3848723,0.3527997,55,330,55,345,true
0.3848723,0.3527997,7.33529E-07,5.138217E-07,55,345,55,0,true
7.33529E-07,5.138217E-07,-0.4630679,-0.2411652,55,0,55,15,true
-0.4630679,-0.2411652,-0.9727759,-0.3542627,55,15,55,30,true
-0.9727759,-0.3542627,-0.9382224,-0.4376456,55,30,50,30,true
-0.9382224,-0.4376456,-0.896509,-0.5177515,50,30,45,30,true
-0.896509,-0.5177515,-0.8480479,-0.5938097,45,30,45,30,true
-0.8480479,-0.5938097,-1.357777,-0.7068139,45,30,45,45,true
-1.357777,-0.7068139,-1.879385,-0.6840403,45,45,45,60,true
-1.879385,-0.6840403,-2.377325,-0.5270402,45,60,45,75,true
-2.377325,-0.5270402,-2.817664,-0.2465138,45,75,45,90,true
-2.817664,-0.2465138,-3.170393,0.1384225,45,90,45,105,true
-3.170393,0.1384225,-3.411474,0.6015348,45,105,45,120,true
-3.411474,0.6015348,-3.524479,1.111264,45,120,45,135,true
-3.524479,1.111264,-3.501705,1.632872,45,135,45,150,true
-3.501705,1.632872,-3.344705,2.130812,45,150,45,165,true
-3.344705,2.130812,-3.064178,2.571152,45,165,45,180,true
-3.064178,2.571152,-2.828426,2.828429,45,180,50,180,true
-2.828426,2.828429,-2.57115,3.064179,50,180,55,180,true
-2.57115,3.064179,-2.923879,2.679243,55,180,55,180,true
-2.923879,2.679243,-3.164961,2.216131,55,180,55,165,true
-3.164961,2.216131,-3.277965,1.706402,55,165,55,135,true
-3.277965,1.706402,-3.255191,1.184794,55,135,55,135,true
-3.255191,1.184794,-3.098191,0.6868536,55,135,55,120,true
-3.098191,0.6868536,-2.817664,0.2465146,55,120,55,105,true
-2.817664,0.2465146,-2.432729,-0.1062143,55,105,55,90,true
-2.432729,-0.1062143,-1.969616,-0.3472959,55,90,55,75,true
-1.969616,-0.3472959,-1.931938,-0.5173163,55,75,50,75,true
-1.931938,-0.5173163,-1.879537,-0.6836231,50,75,45,75,true
-1.879537,-0.6836231,-1.812803,-0.844835,45,75,40,75,true
-1.812803,-0.844835,-1.732272,-0.9996179,40,75,35,75,true
-1.732272,-0.9996179,-1.214619,-0.9315838,35,75,35,60,true
-1.214619,-0.9315838,-0.7322134,-0.73189,35,60,35,45,true
-0.7322134,-0.73189,-0.7932157,-0.6652881,35,45,40,45,true
-0.7932157,-0.6652881,-0.8480501,-0.5938103,40,45,45,45,true
-0.8480501,-0.5938103,-1.357779,-0.7068139,45,45,45,60,true
-1.357779,-0.7068139,-1.879387,-0.6840398,45,60,45,75,true
-1.879387,-0.6840398,-2.377327,-0.5270395,45,75,45,90,true
-2.377327,-0.5270395,-2.817666,-0.2465124,45,90,45,105,true
-2.817666,-0.2465124,-3.170394,0.1384242,45,105,45,120,true
-3.170394,0.1384242,-3.411475,0.6015368,45,120,45,135,true
-3.411475,0.6015368,-3.524479,1.111266,45,135,45,150,true
-3.524479,1.111266,-3.501705,1.632874,45,150,45,165,true
-3.501705,1.632874,-3.344705,2.130814,45,165,45,180,true
-3.344705,2.130814,-3.064178,2.571152,45,180,45,180,true
-3.064178,2.571152,-3.275335,2.296125,45,180,40,180,true
-3.275335,2.296125,-3.462322,2.003081,40,180,35,180,true
-3.462322,2.003081,-3.623442,1.694305,35,180,30,180,true
-3.623442,1.694305,-3.757246,1.372265,30,180,25,180,true
-3.757246,1.372265,-3.862548,1.039579,25,180,20,180,true
-3.862548,1.039579,-3.938456,0.6989756,20,180,15,180,true
-3.938456,0.6989756,-3.961811,0.1773932,15,180,15,180,true
-3.961811,0.1773932,-3.849374,-0.3324609,15,180,15,165,true
-3.849374,-0.3324609,-3.608808,-0.7958417,15,165,15,135,true
-3.608808,-0.7958417,-3.256508,-1.18117,15,135,15,135,true
-3.256508,-1.18117,-2.816481,-1.462187,15,135,15,105,true
-2.816481,-1.462187,-2.931852,-1.214413,15,105,20,105,true
-2.931852,-1.214413,-3.346066,-0.8965747,20,105,20,135,true
-3.346066,-0.8965747,-3.663903,-0.4823613,20,135,20,135,true
-3.663903,-0.4823613,-3.863704,7.152557E-07,20,135,20,150,true
-3.863704,7.152557E-07,-3.931852,0.5176387,20,150,20,180,true
-3.931852,0.5176387,-3.863704,1.035277,20,180,20,180,true
-3.863704,1.035277,-3.663902,1.517639,20,180,20,195,true
-3.663902,1.517639,-3.346065,1.931853,20,195,20,225,true
-3.346065,1.931853,-2.931851,2.24969,20,225,20,240,true
-2.931851,2.24969,-2.44949,2.449491,20,240,20,240,true
-2.44949,2.449491,-2.226682,2.653656,20,240,20,240,true
-2.226682,2.653656,-1.989289,2.835971,20,240,25,240,true
-1.989289,2.835971,-1.736219,2.99759,25,240,30,240,true
-1.736219,2.99759,-1.469409,3.137012,30,240,35,240,true
-1.469409,3.137012,-1.190959,3.25294,35,240,40,240,true
-1.190959,3.25294,-0.9031067,3.344309,40,240,45,240,true
-0.9031067,3.344309,-0.6081964,3.410293,45,240,50,240,true
-0.6081964,3.410293,-0.3086543,3.450324,50,240,55,240,true
-0.3086543,3.450324,-0.8069004,3.606351,55,240,55,240,true
-0.8069004,3.606351,-1.328551,3.628107,55,240,55,225,true
-1.328551,3.628107,-1.838059,3.514108,55,225,55,195,true
-1.838059,3.514108,-2.3007,3.272122,55,195,55,180,true
-2.3007,3.272122,-2.684947,2.918642,55,180,55,180,true
-2.684947,2.918642,-2.964613,2.477757,55,180,55,165,true
-2.964613,2.477757,-3.12064,1.97951,55,165,55,135,true
-3.12064,1.97951,-3.142395,1.45786,55,135,55,135,true
-3.142395,1.45786,-3.004345,1.724506,55,135,60,135,true
-3.004345,1.724506,-2.843282,1.978826,60,135,65,135,true
-2.843282,1.978826,-2.660376,2.218649,65,135,70,135,true
-2.660376,2.218649,-2.457027,2.441929,70,135,75,135,true
-2.457027,2.441929,-2.234853,2.646779,75,135,80,135,true
-2.234853,2.646779,-1.99567,2.831485,80,135,85,135,true
-1.99567,2.831485,-1.716502,3.272688,85,135,85,135,true
-1.716502,3.272688,-1.332656,3.626602,85,135,85,150,true
-1.332656,3.626602,-0.8702885,3.86911,85,150,85,180,true
-0.8702885,3.86911,-0.3609102,3.983685,85,180,85,180,true
-0.3609102,3.983685,0.1607654,3.96252,85,180,85,195,true
0.1607654,3.96252,0.6591879,3.807057,85,195,85,225,true
0.6591879,3.807057,1.10039,3.527888,85,225,85,240,true
1.10039,3.527888,1.454304,3.144043,85,240,85,240,true
1.454304,3.144043,1.174748,3.25883,85,240,80,240,true
1.174748,3.25883,0.886252,3.348815,80,240,75,240,true
0.886252,3.348815,0.5910112,3.413314,75,240,70,240,true
0.5910112,3.413314,0.2912728,3.451835,70,240,65,240,true
0.2912728,3.451835,-0.0106839,3.464086,65,240,60,240,true
-0.0106839,3.464086,-0.3125581,3.449973,60,240,55,240,true
-0.3125581,3.449973,-0.6120538,3.409603,55,240,50,240,true
-0.6120538,3.409603,-0.9068911,3.343285,50,240,45,240,true
-0.9068911,3.343285,-1.192154,3.252503,45,240,40,240,true
-1.192154,3.252503,-1.469371,3.137029,40,240,35,240,true
-1.469371,3.137029,-1.736204,2.997599,35,240,30,240,true
-1.736204,2.997599,-1.99039,2.835199,30,240,25,240,true
-1.99039,2.835199,-2.229776,2.651057,25,240,20,240,true
-2.229776,2.651057,-2.452349,2.446628,20,240,15,240,true
-2.452349,2.446628,-2.653656,2.226682,15,240,10,240,true
-2.653656,2.226682,-3.116768,1.985601,10,240,10,225,true
-3.116768,1.985601,-3.501704,1.632873,10,225,10,225,true
-3.501704,1.632873,-3.782232,1.192534,10,225,10,195,true
-3.782232,1.192534,-3.939231,0.6945934,10,195,10,180,true
-3.939231,0.6945934,-3.962005,0.1729856,10,180,10,180,true
-3.962005,0.1729856,-3.849001,-0.3367438,10,180,10,150,true
-3.849001,-0.3367438,-3.863704,2.384186E-07,10,150,15,150,true
-3.863704,2.384186E-07,-3.849001,0.3367443,15,150,20,150,true
-3.849001,0.3367443,-3.805563,0.6677575,20,150,25,150,true
-3.805563,0.6677575,-3.733438,0.994812,25,150,30,150,true
-3.733438,0.994812,-3.632969,1.315196,30,150,35,150,true
-3.632969,1.315196,-3.504793,1.626233,35,150,40,150,true
-3.504793,1.626233,-3.349831,1.925315,40,150,45,150,true
-3.349831,1.925315,-3.169283,2.209944,45,150,50,150,true
-3.169283,2.209944,-2.964613,2.477756,50,150,55,150,true
-2.964613,2.477756,-3.12064,1.97951,55,150,55,135,true
-3.12064,1.97951,-3.142395,1.45786,55,135,55,135,true
-3.142395,1.45786,-3.120641,1.979511,55,135,55,135,true
-3.120641,1.979511,-3.281293,1.699993,55,135,50,135,true
-3.281293,1.699993,-3.414214,1.414214,50,135,50,135,true
-3.414214,1.414214,-3.346066,1.931853,50,135,50,150,true
-3.346066,1.931853,-3.146265,2.414215,50,150,50,180,true
-3.146265,2.414215,-2.828427,2.828428,50,180,50,180,true
-2.828427,2.828428,-2.414213,3.146266,50,180,50,195,true
-2.414213,3.146266,-1.931851,3.346066,50,195,50,225,true
-1.931851,3.346066,-1.414213,3.414214,50,225,50,225,true
-1.414213,3.414214,-1.705308,3.278534,50,225,45,225,true
-1.705308,3.278534,-1.984041,3.117762,45,225,40,225,true
-1.984041,3.117762,-2.248059,2.933102,40,225,35,225,true
-2.248059,2.933102,-2.49514,2.726011,35,225,30,225,true
-2.49514,2.726011,-2.723229,2.498176,30,225,25,225,true
-2.723229,2.498176,-3.163724,2.217895,25,225,25,210,true
-3.163724,2.217895,-3.516668,1.833156,25,210,25,195,true
-3.516668,1.833156,-3.758007,1.370178,25,195,25,180,true
-3.758007,1.370178,-3.871295,0.860512,25,180,25,165,true
-3.871295,0.860512,-3.848813,0.3388915,25,165,25,150,true
-3.848813,0.3388915,-3.692091,-0.1591363,25,150,25,135,true
-3.692091,-0.1591363,-3.41181,-0.599632,25,135,25,120,true
-3.41181,-0.599632,-3.027071,-0.952575,25,120,25,105,true
-3.027071,-0.952575,-3.098191,-0.686852,25,105,25,105,true
-3.098191,-0.686852,-3.45092,-0.3019161,25,105,25,120,true
-3.45092,-0.3019161,-3.692001,0.1611965,25,120,25,135,true
-3.692001,0.1611965,-3.805006,0.6709251,25,135,25,150,true
-3.805006,0.6709251,-3.782232,1.192533,25,150,25,165,true
-3.782232,1.192533,-3.625231,1.690473,25,165,25,180,true
-3.625231,1.690473,-3.344705,2.130812,25,180,25,195,true
-3.344705,2.130812,-2.959769,2.483541,25,195,25,210,true
-2.959769,2.483541,-2.496656,2.724622,25,210,25,225,true
-2.496656,2.724622,-1.986927,2.837626,25,225,25,240,true
-1.986927,2.837626,-1.465319,2.814852,25,240,25,255,true
-1.465319,2.814852,-1.214412,2.931852,25,255,35,255,true
-1.214412,2.931852,-0.9542632,3.026538,35,255,40,255,true
-0.9542632,3.026538,-0.6868516,3.098191,40,255,45,255,true
-0.6868516,3.098191,-0.4142129,3.146265,45,255,45,255,true
-0.4142129,3.146265,-0.141061,3.170277,45,255,50,255,true
-0.141061,3.170277,0.1340165,3.170583,50,255,55,255,true
0.1340165,3.170583,0.4087831,3.146975,55,255,60,255,true
0.4087831,3.146975,0.6809798,3.099487,60,255,65,255,true
0.6809798,3.099487,0.9483522,3.028396,65,255,70,255,true
0.9483522,3.028396,1.208684,2.934218,70,255,75,255,true
1.208684,2.934218,1.45982,2.817708,75,255,80,255,true
1.45982,2.817708,1.178433,3.257499,80,255,80,240,true
1.178433,3.257499,0.7928094,3.609476,80,240,80,225,true
0.7928094,3.609476,0.329227,3.849652,80,225,80,210,true
0.329227,3.849652,-0.1807218,3.96166,80,210,80,195,true
-0.1807218,3.96166,-0.7022839,3.937867,80,195,80,180,true
-0.7022839,3.937867,-1.199917,3.779896,80,180,80,165,true
-1.199917,3.779896,-1.639707,3.498509,80,165,80,150,true
-1.639707,3.498509,-1.991683,3.112886,80,150,80,135,true
-1.991683,3.112886,-2.23186,2.649302,80,135,80,120,true
-2.23186,2.649302,-2.343868,2.139354,80,120,80,105,true
-2.343868,2.139354,-2.320076,1.617792,80,105,80,90,true
-2.320076,1.617792,-2.343868,2.139354,80,90,80,105,true
-2.343868,2.139354,-2.521408,1.926929,80,105,75,105,true
-2.521408,1.926929,-2.67643,1.705074,75,105,70,105,true
-2.67643,1.705074,-2.563426,1.195346,70,105,70,105,true
-2.563426,1.195346,-2.65753,0.9682655,70,105,70,105,true
-2.65753,0.9682655,-2.731685,0.7334175,70,105,65,105,true
-2.731685,0.7334175,-2.785184,0.4927013,65,105,60,105,true
-2.785184,0.4927013,-2.817527,0.2480831,60,105,55,105,true
-2.817527,0.2480831,-2.828428,0.001571178,55,105,50,105,true
-2.828428,0.001571178,-2.414391,-0.3164964,50,105,50,90,true
-2.414391,-0.3164964,-1.93214,-0.5165653,50,90,50,75,true
-1.93214,-0.5165653,-1.41454,-0.5850012,50,75,50,60,true
-1.41454,-0.5850012,-0.8968641,-0.5171405,50,60,50,45,true
